project_id,project_name,sector,state,original_cost,revised_cost,planned_duration_months,project_age_months,physical_progress,financial_progress,milestones_total,milestones_delayed,land_acquisition_pending,clearance_pending,funding_issue,contractor_issue,previous_schedule_deviation,actual_delay_months,actual_cost_overrun_percentage,final_status,primary_delay_cause,intervention_taken,intervention_outcome
HIST-00504,Bihar Port Connectivity Corridor - Phase 3,Ports,Bihar,706.6,779.9,45,30,72.9,82.1,13,1,1,0,0,0,1.3,8,10.7,Under Review,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00505,Bihar Container Yard Development - Phase 3,Ports,Bihar,483.1,492.8,27,9,27.1,28.3,7,2,0,0,0,0,-0.2,1,1.4,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00506,Tamil Nadu Substation Capacity Expansion - Phase 3,Power,Tamil Nadu,34.5,35.2,56,44,66.0,71.1,16,0,0,0,0,0,-2.3,1,1.8,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00507,Karnataka State Highway Upgradation - Phase 3,Roads,Karnataka,261.0,263.7,38,35,96.8,89.6,13,0,1,0,0,0,-2.7,0,0.8,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00508,Bihar National Highway Widening - Phase 2,Roads,Bihar,69.1,72.9,31,56,93.6,84.3,7,1,1,0,0,0,3.4,9,5.3,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00509,Uttar Pradesh Smart City Development - Phase 2,Urban Development,Uttar Pradesh,542.5,614.5,55,30,49.3,54.9,11,1,0,1,0,1,12.1,0,11.5,Under Review,No material delay,Contractor Replacement,Partially Successful
HIST-00510,Telangana Rail Line Doubling - Phase 3,Railways,Telangana,214.1,233.6,44,45,95.9,100.0,12,1,1,0,0,0,0.4,0,5.1,Completed with Cost Overrun,No material delay,Contractor Replacement,Successful
HIST-00511,Madhya Pradesh Airport Terminal Development - Phase 2,Airports,Madhya Pradesh,919.6,958.2,67,33,56.8,65.2,14,1,0,0,0,1,4.6,0,2.2,Under Review,No material delay,Contractor Replacement,Successful
HIST-00512,Madhya Pradesh Rail Line Doubling - Phase 2,Railways,Madhya Pradesh,96.7,110.3,36,70,100.0,100.0,11,0,0,1,0,1,9.3,0,8.0,Completed with Cost Overrun,No material delay,Contractor Replacement,Successful
HIST-00513,Karnataka Expressway Corridor - Phase 1,Roads,Karnataka,468.3,534.8,48,29,63.8,81.8,15,2,0,1,0,1,6.8,8,11.9,Under Review,Milestone slippage,Additional Funding Approval,Partially Successful
HIST-00514,Odisha Irrigation Canal Modernisation - Phase 3,Water Resources,Odisha,1534.6,1651.7,42,15,35.9,19.3,7,1,0,1,1,0,-1.8,0,4.6,Under Review,No material delay,Additional Funding Approval,Successful
HIST-00515,Madhya Pradesh Ring Road Development - Phase 3,Roads,Madhya Pradesh,31.2,36.5,47,40,90.2,100.0,11,0,1,0,0,1,5.2,0,9.7,Under Review,No material delay,Contractor Replacement,Successful
HIST-00516,Madhya Pradesh Expressway Corridor - Phase 2,Roads,Madhya Pradesh,153.4,153.7,54,10,12.1,27.0,11,0,0,0,0,0,-0.8,0,0.0,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00517,Karnataka Smart City Development - Phase 3,Urban Development,Karnataka,237.5,264.8,29,10,31.7,16.2,11,2,1,0,0,0,12.9,10,11.5,Under Review,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00518,West Bengal Freight Corridor Development - Phase 3,Railways,West Bengal,773.7,801.6,56,88,96.3,96.6,15,1,0,1,0,0,2.2,3,4.1,Delayed,Pending clearance,Inter-Department Coordination,Partially Successful
HIST-00519,Rajasthan Expressway Corridor - Phase 3,Roads,Rajasthan,234.0,253.8,36,69,96.1,97.8,8,0,1,0,1,0,-4.4,4,4.6,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00520,Odisha Water Supply Augmentation - Phase 1,Water Resources,Odisha,61.0,62.1,32,13,43.4,59.4,10,0,1,0,0,0,2.0,5,1.4,Under Review,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00521,Tamil Nadu Airport Terminal Development - Phase 3,Airports,Tamil Nadu,284.1,321.1,26,46,94.2,87.9,8,3,0,0,0,1,4.9,0,12.6,Completed with Cost Overrun,No material delay,Contractor Replacement,No Significant Improvement
HIST-00522,Maharashtra National Highway Widening - Phase 1,Roads,Maharashtra,559.9,593.9,36,32,91.1,78.1,9,0,0,0,0,0,-11.4,0,5.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00523,Gujarat Irrigation Canal Modernisation - Phase 3,Water Resources,Gujarat,258.1,279.2,45,12,37.3,39.0,9,2,0,0,1,0,-3.6,0,7.8,Under Review,No material delay,Additional Funding Approval,Partially Successful
HIST-00524,Gujarat Sewerage Network Upgrade - Phase 1,Urban Development,Gujarat,145.5,162.3,22,32,74.8,73.4,4,3,0,0,0,1,12.0,2,6.7,Delayed,Milestone slippage,Contractor Replacement,Successful
HIST-00525,Odisha Runway Expansion Project - Phase 3,Airports,Odisha,3233.9,3233.9,44,66,98.6,95.0,10,0,0,0,0,0,-2.6,0,0.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00526,West Bengal Container Yard Development - Phase 2,Ports,West Bengal,126.4,148.3,65,70,100.0,100.0,17,0,1,0,1,1,0.0,8,17.4,Delayed,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00527,West Bengal Runway Expansion Project - Phase 2,Airports,West Bengal,158.3,162.8,13,35,100.0,94.6,4,0,0,0,0,0,-2.2,0,4.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00528,Tamil Nadu Rail Line Doubling - Phase 3,Railways,Tamil Nadu,216.3,236.6,51,67,100.0,100.0,15,0,1,0,0,0,4.1,0,8.4,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00529,Gujarat Expressway Corridor - Phase 1,Roads,Gujarat,1358.9,1618.3,39,47,94.9,100.0,10,2,1,0,0,1,1.2,9,19.0,Delayed,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00530,Odisha Water Supply Augmentation - Phase 3,Water Resources,Odisha,326.4,336.2,37,10,25.2,40.0,10,1,0,0,0,1,-2.7,0,3.5,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00531,Rajasthan State Highway Upgradation - Phase 1,Roads,Rajasthan,620.4,694.3,37,14,44.9,47.2,10,0,1,1,0,1,-2.8,7,11.5,Under Review,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00532,Andhra Pradesh Rail Line Doubling - Phase 1,Railways,Andhra Pradesh,423.5,455.1,44,75,100.0,94.2,12,1,0,1,0,1,-0.3,1,5.5,Completed with Cost Overrun,No material delay,Contractor Replacement,No Significant Improvement
HIST-00533,Tamil Nadu Smart City Development - Phase 2,Urban Development,Tamil Nadu,209.8,223.9,37,40,92.9,92.5,5,0,0,0,1,0,4.4,3,5.6,Delayed,Funding release,Additional Funding Approval,Partially Successful
HIST-00534,Andhra Pradesh Railway Electrification Project - Phase 2,Railways,Andhra Pradesh,265.7,273.5,42,8,18.0,31.5,8,3,0,0,0,0,8.5,5,2.3,Delayed,Milestone slippage,Milestone Restructuring,Successful
HIST-00535,Haryana State Highway Upgradation - Phase 2,Roads,Haryana,74.3,74.9,62,6,13.9,12.4,18,1,0,0,0,0,-0.6,1,0.9,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00536,Odisha Port Connectivity Corridor - Phase 1,Ports,Odisha,263.6,289.1,16,52,100.0,100.0,6,1,1,0,0,0,0.1,0,10.1,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00537,Gujarat Urban Renewal Mission - Phase 3,Urban Development,Gujarat,452.1,504.1,53,85,100.0,92.1,14,0,0,0,1,0,-0.4,0,9.4,Completed with Cost Overrun,No material delay,Additional Funding Approval,Partially Successful
HIST-00538,Telangana Expressway Corridor - Phase 1,Roads,Telangana,99.9,107.5,53,62,94.3,100.0,16,1,1,0,0,0,2.8,9,6.9,Delayed,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00539,Telangana Urban Renewal Mission - Phase 3,Urban Development,Telangana,240.7,259.3,59,64,97.4,100.0,15,0,0,0,0,1,7.3,0,7.9,Completed with Cost Overrun,No material delay,Contractor Replacement,No Significant Improvement
HIST-00540,West Bengal Transmission Line Augmentation - Phase 3,Power,West Bengal,490.3,490.3,26,35,98.1,99.1,10,0,0,0,0,0,7.3,0,0.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00541,Telangana Irrigation Canal Modernisation - Phase 3,Water Resources,Telangana,324.6,387.1,36,40,99.1,95.5,12,0,1,0,1,0,-1.5,5,14.7,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00542,West Bengal Substation Capacity Expansion - Phase 1,Power,West Bengal,189.4,199.1,41,73,88.8,78.3,11,0,0,0,0,0,1.9,0,5.6,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00543,Maharashtra Expressway Corridor - Phase 1,Roads,Maharashtra,248.8,276.9,48,8,16.4,15.8,11,2,0,0,0,1,10.5,4,11.8,Under Review,Milestone slippage,Contractor Replacement,No Significant Improvement
HIST-00544,Kerala Solar Power Park - Phase 3,Power,Kerala,784.2,786.3,47,30,62.6,66.4,10,1,0,0,0,0,-8.4,0,1.9,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00545,Jharkhand Water Supply Augmentation - Phase 2,Water Resources,Jharkhand,313.9,322.2,50,21,39.0,22.7,15,1,0,0,0,0,0.6,0,2.8,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00546,Bihar Container Yard Development - Phase 2,Ports,Bihar,237.1,275.5,13,86,100.0,100.0,4,0,1,1,1,0,0.7,5,9.3,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-00547,Jharkhand Metro Rail Extension - Phase 1,Railways,Jharkhand,234.6,281.0,50,74,100.0,100.0,11,1,1,0,1,0,9.8,1,18.6,Completed with Cost Overrun,No material delay,Additional Funding Approval,No Significant Improvement
HIST-00548,West Bengal State Highway Upgradation - Phase 1,Roads,West Bengal,235.7,239.3,28,28,100.0,100.0,8,2,0,0,0,0,1.2,0,2.2,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00549,Odisha Urban Renewal Mission - Phase 2,Urban Development,Odisha,209.8,225.7,32,66,88.1,74.0,6,0,1,1,0,0,0.2,7,8.5,Delayed,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00550,Telangana Water Supply Augmentation - Phase 3,Water Resources,Telangana,307.0,332.1,22,28,100.0,92.5,7,0,0,1,1,1,-2.5,4,8.5,Delayed,Contractor performance,Additional Funding Approval,No Significant Improvement
HIST-00551,Telangana Thermal Power Plant Modernisation - Phase 2,Power,Telangana,1822.2,1982.9,37,85,100.0,96.3,5,1,1,0,0,0,8.2,10,9.6,Delayed,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00552,Maharashtra Port Connectivity Corridor - Phase 3,Ports,Maharashtra,434.0,464.9,43,45,100.0,100.0,9,1,0,1,0,0,13.2,7,7.0,Delayed,Pending clearance,Inter-Department Coordination,Partially Successful
HIST-00553,Haryana Metro Rail Extension - Phase 1,Railways,Haryana,255.2,279.3,33,57,94.9,87.9,8,0,1,0,1,0,-2.4,1,6.6,Completed with Cost Overrun,No material delay,Additional Funding Approval,Partially Successful
HIST-00554,Karnataka State Highway Upgradation - Phase 2,Roads,Karnataka,105.1,116.3,31,62,100.0,96.3,8,2,1,0,0,0,10.4,9,7.3,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00555,Odisha Container Yard Development - Phase 2,Ports,Odisha,591.5,597.6,31,25,86.6,60.3,9,1,0,0,0,0,3.0,6,2.0,Under Review,Other execution delay,No Major Intervention,Not Applicable
HIST-00556,Gujarat Airport Cargo Complex - Phase 1,Airports,Gujarat,76.9,81.9,53,53,97.3,91.9,12,1,0,0,1,0,6.4,0,4.2,Completed,No material delay,Additional Funding Approval,Successful
HIST-00557,Gujarat Port Terminal Expansion - Phase 1,Ports,Gujarat,171.3,176.7,26,10,44.4,44.8,4,1,0,0,0,1,-4.0,2,2.2,Delayed,Contractor performance,Contractor Replacement,No Significant Improvement
HIST-00558,Bihar Affordable Housing Scheme - Phase 1,Urban Development,Bihar,186.8,194.1,62,35,56.4,47.4,15,4,0,0,0,0,-0.9,0,2.5,Under Review,No material delay,Milestone Restructuring,Successful
HIST-00559,Rajasthan Affordable Housing Scheme - Phase 2,Urban Development,Rajasthan,176.3,217.3,66,81,95.7,100.0,14,1,1,1,1,1,1.3,8,20.0,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00560,Kerala Smart City Development - Phase 3,Urban Development,Kerala,127.6,127.6,47,78,94.9,100.0,11,0,0,0,0,0,14.8,0,1.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00561,Odisha Thermal Power Plant Modernisation - Phase 3,Power,Odisha,352.3,369.1,50,73,99.2,100.0,12,0,0,0,1,0,8.6,2,3.4,Delayed,Funding release,Additional Funding Approval,Partially Successful
HIST-00562,Gujarat Container Yard Development - Phase 3,Ports,Gujarat,108.9,112.4,36,87,94.5,95.2,8,1,0,1,0,0,7.8,2,1.5,Delayed,Pending clearance,Inter-Department Coordination,Successful
HIST-00563,Uttar Pradesh Airport Terminal Development - Phase 1,Airports,Uttar Pradesh,62.0,63.8,61,80,97.5,100.0,18,0,0,0,0,0,1.9,1,3.2,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00564,Andhra Pradesh Expressway Corridor - Phase 1,Roads,Andhra Pradesh,314.9,351.6,60,62,85.8,100.0,16,2,1,0,0,0,6.5,8,12.1,Under Review,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00565,Bihar Ring Road Development - Phase 1,Roads,Bihar,275.9,306.0,41,9,17.1,39.7,9,0,1,0,0,0,1.9,4,5.8,Under Review,Land acquisition,Land Acquisition Task Force,Successful
HIST-00566,Odisha Solar Power Park - Phase 3,Power,Odisha,122.2,132.2,30,16,46.9,44.5,10,1,0,0,0,1,3.4,0,6.9,Under Review,No material delay,Contractor Replacement,No Significant Improvement
HIST-00567,Gujarat Dam Rehabilitation Project - Phase 1,Water Resources,Gujarat,334.3,363.2,36,57,100.0,98.7,9,0,1,0,0,1,-3.3,1,8.4,Completed with Cost Overrun,No material delay,Contractor Replacement,No Significant Improvement
HIST-00568,Uttar Pradesh Metro Rail Extension - Phase 1,Railways,Uttar Pradesh,421.8,453.1,46,88,93.4,83.9,19,0,0,0,1,0,-1.9,0,4.3,Completed,No material delay,Additional Funding Approval,Partially Successful
HIST-00569,Telangana Metro Rail Extension - Phase 1,Railways,Telangana,437.9,477.9,51,16,27.5,17.3,12,0,1,0,1,0,-7.5,0,3.2,Under Review,No material delay,Additional Funding Approval,Successful
HIST-00570,Maharashtra River Interlinking Scheme - Phase 3,Water Resources,Maharashtra,194.6,228.5,71,66,83.6,89.2,14,1,1,0,0,1,-5.1,4,14.1,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00571,Kerala Irrigation Canal Modernisation - Phase 1,Water Resources,Kerala,945.4,965.2,33,6,19.8,27.8,8,0,0,0,0,0,-3.9,1,2.7,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00572,West Bengal Ring Road Development - Phase 1,Roads,West Bengal,648.1,745.8,78,78,99.1,86.5,15,1,1,0,0,1,5.1,6,11.4,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00573,Madhya Pradesh Water Supply Augmentation - Phase 1,Water Resources,Madhya Pradesh,221.8,222.5,40,15,29.5,32.7,12,1,0,0,0,0,-2.0,0,0.0,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00574,Maharashtra Container Yard Development - Phase 3,Ports,Maharashtra,119.0,128.9,56,80,100.0,100.0,12,1,1,1,0,0,3.9,0,6.6,Completed with Cost Overrun,No material delay,Inter-Department Coordination,No Significant Improvement
HIST-00575,Rajasthan Runway Expansion Project - Phase 2,Airports,Rajasthan,71.8,73.4,26,71,100.0,94.8,7,0,1,0,0,0,-7.7,1,1.2,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00576,Gujarat Rail Line Doubling - Phase 2,Railways,Gujarat,87.7,88.2,38,31,62.0,59.6,8,2,0,0,0,0,7.9,1,0.7,Under Review,No material delay,Additional Funding Approval,Successful
HIST-00577,Jharkhand Port Terminal Expansion - Phase 3,Ports,Jharkhand,165.0,166.4,31,75,97.0,100.0,9,0,0,1,0,0,-3.4,0,2.6,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00578,Haryana Sewerage Network Upgrade - Phase 1,Urban Development,Haryana,131.1,147.7,49,34,74.0,60.1,11,1,0,0,1,0,7.1,0,6.7,Under Review,No material delay,Additional Funding Approval,Successful
HIST-00579,Bihar Container Yard Development - Phase 3,Ports,Bihar,95.6,107.1,70,39,53.7,70.9,16,0,1,0,1,0,-5.5,4,8.4,Under Review,Land acquisition,Land Acquisition Task Force,Successful
HIST-00580,Telangana Metro Rail Extension - Phase 1,Railways,Telangana,416.1,483.0,75,58,69.7,70.4,19,2,1,0,0,0,9.6,9,12.3,Under Review,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00581,Haryana River Interlinking Scheme - Phase 2,Water Resources,Haryana,94.1,95.0,50,36,63.9,78.1,12,1,0,0,0,0,-0.8,0,0.5,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00582,Bihar Freight Corridor Development - Phase 1,Railways,Bihar,380.7,390.5,36,15,35.2,28.3,8,1,0,0,0,0,-4.0,0,2.3,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00583,Maharashtra Airport Terminal Development - Phase 3,Airports,Maharashtra,66.4,78.9,67,56,86.6,98.5,16,1,1,0,1,0,3.9,6,14.7,Under Review,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00584,Gujarat State Highway Upgradation - Phase 3,Roads,Gujarat,416.2,461.0,46,18,60.0,63.4,14,0,1,0,1,0,5.7,8,11.0,Under Review,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00585,Gujarat Substation Capacity Expansion - Phase 2,Power,Gujarat,215.4,221.4,38,27,59.5,62.1,10,2,0,0,0,0,3.2,0,3.2,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00586,Tamil Nadu Airport Terminal Development - Phase 1,Airports,Tamil Nadu,63.0,64.8,42,47,93.5,91.7,14,1,0,0,0,0,6.0,1,1.9,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00587,Haryana River Interlinking Scheme - Phase 3,Water Resources,Haryana,135.0,157.0,42,85,96.8,87.0,12,0,1,1,0,1,-2.3,5,10.4,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-00588,Andhra Pradesh Freight Corridor Development - Phase 1,Railways,Andhra Pradesh,875.7,946.3,36,82,89.7,95.1,9,2,1,0,0,0,3.0,7,5.8,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-00589,West Bengal Substation Capacity Expansion - Phase 1,Power,West Bengal,176.6,182.4,60,11,17.6,15.1,10,1,0,0,0,0,5.1,3,1.6,Under Review,Other execution delay,Inter-Department Coordination,Partially Successful
HIST-00590,Maharashtra Ring Road Development - Phase 3,Roads,Maharashtra,111.9,113.9,37,48,100.0,93.2,13,1,0,1,0,0,-4.3,0,1.6,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00591,Madhya Pradesh River Interlinking Scheme - Phase 3,Water Resources,Madhya Pradesh,4630.4,4635.9,51,80,89.3,75.8,13,0,0,0,0,0,2.3,3,0.0,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-00592,Andhra Pradesh State Highway Upgradation - Phase 1,Roads,Andhra Pradesh,462.8,551.7,42,60,90.4,93.6,14,4,0,1,0,1,6.3,0,10.3,Completed with Cost Overrun,No material delay,Contractor Replacement,Successful
HIST-00593,Telangana Freight Corridor Development - Phase 3,Railways,Telangana,75.1,76.3,12,49,86.5,83.0,4,1,1,0,0,0,-0.4,0,0.0,Completed,No material delay,Milestone Restructuring,Successful
HIST-00594,Rajasthan Transmission Line Augmentation - Phase 3,Power,Rajasthan,205.7,205.7,35,46,97.6,100.0,11,0,0,0,0,0,5.0,0,0.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00595,Madhya Pradesh Container Yard Development - Phase 2,Ports,Madhya Pradesh,80.4,84.7,22,10,51.3,52.3,7,0,1,0,0,0,0.1,1,6.1,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00596,Haryana Water Supply Augmentation - Phase 3,Water Resources,Haryana,102.4,123.7,43,71,88.2,99.1,7,3,1,0,0,1,12.5,3,9.2,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-00597,Odisha Urban Renewal Mission - Phase 3,Urban Development,Odisha,1219.6,1333.2,29,19,65.7,58.5,7,3,0,0,0,1,4.2,0,5.8,Completed with Cost Overrun,No material delay,Contractor Replacement,Successful
HIST-00598,Odisha Water Supply Augmentation - Phase 3,Water Resources,Odisha,106.2,122.1,12,71,100.0,100.0,4,1,1,0,0,1,4.5,4,8.1,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-00599,Bihar Transmission Line Augmentation - Phase 1,Power,Bihar,538.6,576.2,29,40,100.0,100.0,9,1,0,0,1,0,5.0,5,6.6,Delayed,Funding release,Additional Funding Approval,Partially Successful
HIST-00600,Madhya Pradesh Sewerage Network Upgrade - Phase 3,Urban Development,Madhya Pradesh,415.8,417.1,30,73,96.0,94.1,7,1,0,0,0,0,1.1,0,1.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00601,Andhra Pradesh Urban Renewal Mission - Phase 1,Urban Development,Andhra Pradesh,525.9,528.5,48,9,21.8,15.9,12,0,0,0,0,0,-1.7,2,2.1,Under Review,Other execution delay,No Major Intervention,Not Applicable
HIST-00602,Kerala Thermal Power Plant Modernisation - Phase 3,Power,Kerala,236.2,239.2,44,88,99.3,100.0,12,0,0,0,1,0,0.5,0,1.3,Completed,No material delay,Land Acquisition Task Force,No Significant Improvement
